loss,iou,precision,recall,f1_score,val_loss,val_iou,val_precision,val_recall,val_f1_score,lr
0.9661234617233276,0.587334156036377,0.5290901064872742,0.9026375412940979,0.6863929629325867,1.2899622917175293,0.3613135516643524,0.879612386226654,0.0024024860467761755,0.004919381812214851,0.0002
0.5913897752761841,0.9091848134994507,0.8823865056037903,0.9870569109916687,0.9313849210739136,1.2358381748199463,0.3599163591861725,0.0,0.0,0.0,0.0002
0.4975235164165497,0.9399343729019165,0.9252905249595642,0.98725825548172,0.9544894695281982,1.2257729768753052,0.3599163591861725,0.0,0.0,0.0,0.0002
0.45861658453941345,0.9462459087371826,0.9345748424530029,0.9869296550750732,0.9589589834213257,1.2394665479660034,0.3599163591861725,0.0,0.0,0.0,0.0002
0.42933622002601624,0.9494156837463379,0.9379529356956482,0.9882624745368958,0.9616420269012451,1.252311110496521,0.3599163591861725,0.0,0.0,0.0,0.0002
0.4040749967098236,0.9525721669197083,0.9425345659255981,0.9881975054740906,0.9644750356674194,1.2439433336257935,0.3599163591861725,0.0,0.0,0.0,0.0002
0.3871725797653198,0.9533387422561646,0.9452416896820068,0.9863900542259216,0.9648683667182922,1.241792917251587,0.3599163591861725,0.0,0.0,0.0,0.0002
0.3781717121601105,0.9536463022232056,0.9460555911064148,0.985975980758667,0.9648721814155579,1.2112025022506714,0.3599163591861725,0.0,0.0,0.0,4e-05
0.36869630217552185,0.9556259512901306,0.9468234181404114,0.9883109927177429,0.9665434956550598,1.145365595817566,0.3599163591861725,0.0,0.0,0.0,4e-05
0.3662935495376587,0.9557226896286011,0.9475708603858948,0.9876311421394348,0.9664163589477539,1.0735670328140259,0.3599163591861725,0.0,0.0,0.0,4e-05
0.36328673362731934,0.9555944204330444,0.9474429488182068,0.9875673055648804,0.966262698173523,0.9923576712608337,0.3612503409385681,0.9990076422691345,0.0022204332053661346,0.004761254880577326,4e-05
0.3561156094074249,0.9574850797653198,0.9503979086875916,0.9873160719871521,0.9679630994796753,0.9158099889755249,0.4009372889995575,0.9954838156700134,0.06814118474721909,0.13486887514591217,4e-05
0.3547179102897644,0.9574452042579651,0.9499222636222839,0.9877797961235046,0.9675580859184265,0.8477810025215149,0.5517326593399048,0.9922515749931335,0.31539279222488403,0.4865531027317047,4e-05
0.3485393226146698,0.9585452675819397,0.9518915414810181,0.9873594641685486,0.9686527848243713,0.7244002819061279,0.7333940267562866,0.9920918345451355,0.6046648025512695,0.7521538138389587,4e-05
0.3482375741004944,0.958325982093811,0.9527922868728638,0.9860175848007202,0.9683370590209961,0.5489427447319031,0.8542183637619019,0.986293375492096,0.7949992418289185,0.8816694617271423,4e-05
0.3406287729740143,0.9594019055366516,0.9530102014541626,0.9874923825263977,0.969388484954834,0.4670374095439911,0.8967583179473877,0.9779158234596252,0.866715133190155,0.921090841293335,4e-05
0.3360145390033722,0.9606595635414124,0.9544527530670166,0.9879074692726135,0.9704872369766235,0.3688346743583679,0.9300765991210938,0.960023820400238,0.9347229599952698,0.9491672515869141,4e-05
0.33136630058288574,0.9613240957260132,0.9556072950363159,0.9876968860626221,0.9709123969078064,0.3561960458755493,0.9336475133895874,0.950370728969574,0.950180172920227,0.952111005783081,4e-05
0.32916468381881714,0.9609727263450623,0.9548797011375427,0.9879363179206848,0.9706739187240601,0.3387297987937927,0.9353091716766357,0.9263001680374146,0.9794519543647766,0.9536210894584656,4e-05
0.32860270142555237,0.9615509510040283,0.9569070935249329,0.9866377115249634,0.9709629416465759,0.3343294858932495,0.9370574951171875,0.9281343817710876,0.9802190065383911,0.9548383355140686,4e-05
0.32355836033821106,0.962047278881073,0.9569205641746521,0.9874077439308167,0.9713404774665833,0.32433566451072693,0.9435328841209412,0.9365006685256958,0.9812353253364563,0.959831178188324,4e-05
0.3154013752937317,0.9634858965873718,0.9581620097160339,0.9883277416229248,0.9726364016532898,0.32202279567718506,0.9427038431167603,0.931659996509552,0.9854472875595093,0.9594321846961975,4e-05
0.3134634494781494,0.9638251066207886,0.9588716626167297,0.9880911707878113,0.9729093313217163,0.31706202030181885,0.9445617198944092,0.9360419511795044,0.9834372401237488,0.960780143737793,4e-05
